time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-01-12T01:24:04.000Z,64.8084,-148.9124,24.4,0.4,ml,,,,1.25,ak,ak11054129,2014-01-12T22:57:20.538Z,"27km NNE of North Nenana, Alaska",earthquake
2014-01-12T01:12:03.400Z,32.7813,-117.2625,9.9,2.2,Ml,39,223.2,0.06288207,0.1,ci,ci11413082,2014-01-13T21:21:30.594Z,"7km S of La Jolla, California",earthquake
2014-01-12T00:52:19.940Z,5.3823,123.5552,547.09,4.3,mb,,36,2.618,0.64,us,usc000m1bh,2014-01-12T01:17:56.000Z,"115km SW of Palimbang, Philippines",earthquake
2014-01-12T00:46:57.500Z,38.8208,-122.7643,2.7,1.9,Md,,50.4,0.00898315,0.05,nc,nc72140801,2014-01-12T03:28:05.359Z,"3km W of Cobb, California",earthquake
2014-01-12T00:46:03.300Z,38.8213,-122.8088,3.7,1.3,Md,,61.2,0,0.01,nc,nc72140791,2014-01-12T03:28:05.358Z,"6km NW of The Geysers, California",earthquake
2014-01-12T00:41:20.700Z,38.821,-122.8082,3.7,0.5,Md,,68.4,0,0.02,nc,nc72140786,2014-01-12T02:12:05.925Z,"6km NW of The Geysers, California",earthquake
2014-01-12T00:31:15.400Z,33.6312,-116.6965,14.5,0.5,Ml,22,64.8,0.04491576,0.08,ci,ci11413074,2014-01-13T21:13:20.520Z,"8km NNW of Anza, California",earthquake
2014-01-12T00:29:22.200Z,32.9015,-116.2595,9.3,1.1,Ml,29,86.4,0.01796631,0.23,ci,ci11413066,2014-01-13T21:09:30.439Z,"26km ENE of Pine Valley, California",earthquake
2014-01-12T00:18:30.100Z,36.5927,-121.1387,7.3,1.5,Md,,50.4,0.07186522,0.07,nc,nc72140776,2014-01-12T01:50:08.582Z,"25km NE of Soledad, California",earthquake
2014-01-12T00:11:39.100Z,38.7862,-122.7487,3.5,1,Md,,72,0.00898315,0.03,nc,nc72140771,2014-01-12T01:20:10.310Z,"1km NE of The Geysers, California",earthquake
2014-01-12T00:08:09.000Z,64.7123,-147.2587,14.3,1,ml,,,,0.23,ak,ak11052953,2014-01-12T00:20:59.095Z,"6km SE of North Pole, Alaska",earthquake
2014-01-11T23:35:58.500Z,33.981,-116.9632,18.8,0.7,Ml,18,93.6,0.11678099,0.11,ci,ci11413058,2014-01-13T20:18:01.467Z,"1km NE of Cherry Valley, California",earthquake
2014-01-11T23:24:44.600Z,38.8398,-122.8158,3.8,0.5,Md,,133.2,0.01796631,0.03,nc,nc72140766,2014-01-12T00:31:03.933Z,"8km WNW of Cobb, California",earthquake
2014-01-11T23:17:39.100Z,38.8342,-122.8118,2.6,2.3,Md,,46.8,0.00898315,0.02,nc,nc72140761,2014-01-12T02:18:14.265Z,"7km W of Cobb, California",earthquake
2014-01-11T23:17:29.500Z,38.8335,-122.8118,2.5,2.4,Md,,36,0.00898315,0.04,nc,nc72140756,2014-01-12T00:22:07.921Z,"7km W of Cobb, California",earthquake
2014-01-11T23:08:17.160Z,31.8756667,-115.0113333,20.37,2.56,ml,7,163,0.5967,0.48,ci,ci11413050,2014-01-13T20:15:14.293Z,"35km S of Estacion Coahuila, Mexico",earthquake
2014-01-11T23:00:02.000Z,18.1555,-66.9316,25,2.1,Md,6,122.4,0.14822202,0.18,pr,pr14011005,2014-01-11T23:39:46.889Z,"5km ESE of Maricao, Puerto Rico",earthquake
2014-01-11T22:45:30.101Z,37.191,-116.5936,7.0386,0.18,ml,9,165.21,0.113,0.0762,nn,nn00434481,2014-01-15T00:27:58.000Z,"34km NNE of Beatty, Nevada",earthquake
2014-01-11T22:44:06.000Z,62.4595,-149.3595,98.6,1,ml,,,,0.96,ak,ak11052937,2014-01-11T22:56:34.116Z,"41km NE of Y, Alaska",earthquake
2014-01-11T22:38:47.788Z,38.5608,-118.4546,6.9159,0.56,ml,4,176.24,0.086,0.0475,nn,nn00434480,2014-01-15T00:27:51.000Z,"15km ENE of Hawthorne, Nevada",earthquake
2014-01-11T22:37:42.578Z,37.1704,-116.6102,10.4899,0.37,ml,8,154.64,0.093,0.1568,nn,nn00434243,2014-01-13T22:22:20.000Z,"31km NNE of Beatty, Nevada",earthquake
2014-01-11T22:35:13.500Z,37.5407,-121.9557,4.3,1.2,Md,,140.4,0.05389892,0.01,nc,nc72140751,2014-01-11T23:53:04.808Z,"3km ESE of Fremont, California",earthquake
2014-01-11T22:30:36.000Z,17.8656,-66.754,28,2.1,Md,3,288,0.2937491,0.17,pr,pr14011006,2014-01-12T00:03:25.421Z,"14km SSW of Tallaboa, Puerto Rico",earthquake
2014-01-11T22:09:47.500Z,38.7517,-122.7077,3.2,0.5,Md,,90,0.00898315,0.03,nc,nc72140746,2014-01-11T23:25:06.762Z,"5km SE of The Geysers, California",earthquake
2014-01-11T22:08:15.900Z,38.7508,-122.7088,3,0.7,Md,,169.2,0.00898315,0.03,nc,nc72140741,2014-01-11T22:56:07.433Z,"5km SE of The Geysers, California",earthquake
2014-01-11T22:03:08.000Z,63.2293,-151.3963,17.2,1.5,ml,,,,0.73,ak,ak11051907,2014-01-11T22:07:02.517Z,"120km NNW of Talkeetna, Alaska",earthquake
2014-01-11T21:43:25.000Z,63.5448,-150.7929,3.1,1.7,ml,,,,0.61,ak,ak11051905,2014-01-11T21:48:43.835Z,"93km WNW of Cantwell, Alaska",earthquake
2014-01-11T21:35:38.000Z,63.4937,-151.008,0.5,1.6,ml,,,,0.56,ak,ak11051903,2014-01-11T21:42:34.946Z,"103km W of Cantwell, Alaska",earthquake
2014-01-11T21:29:51.100Z,33.1852,-115.5705,0,2.2,Ml,13,90,0.03593261,0.18,ci,ci11413042,2014-01-13T20:11:09.268Z,"7km SW of Niland, California",earthquake
2014-01-11T21:28:22.800Z,38.8258,-122.8273,2.9,0.5,Md,,54,0.00898315,0.02,nc,nc72140731,2014-01-11T22:27:09.144Z,"8km NW of The Geysers, California",earthquake
2014-01-11T21:27:59.500Z,33.1847,-115.5672,1.7,2.4,Ml,30,82.8,0.04491576,0.19,ci,ci11413034,2014-01-13T20:06:34.681Z,"7km SW of Niland, California",earthquake
2014-01-11T21:27:08.100Z,33.1733,-115.571,0.9,2.1,Ml,35,43.2,0.03593261,0.15,ci,ci11413026,2014-01-13T19:54:04.530Z,"7km NW of Calipatria, California",earthquake
2014-01-11T21:23:15.400Z,38.9963,-111.3593,1.4,1.5,Ml,,57.6,0.16169675,0.09,uu,uu60051607,2014-01-13T17:00:53.382Z,"22km WSW of Ferron, Utah",earthquake
2014-01-11T21:06:35.300Z,19.3472,-64.7475,64,3.4,Md,9,288,0.93334958,0.15,pr,pr14011004,2014-01-11T22:58:45.000Z,"103km N of Road Town, British Virgin Islands",earthquake
2014-01-11T20:55:25.480Z,32.8802,-97.4895,5,2.2,mb_lg,,133,0.065,1.13,us,usc000m1fr,2014-01-13T18:04:53.055Z,"4km WSW of Eagle Mountain, Texas",earthquake
2014-01-11T20:55:13.000Z,60.0833,-152.2745,89.1,1.9,ml,,,,0.45,ak,ak11051893,2014-01-11T21:02:48.365Z,"42km NW of Anchor Point, Alaska",earthquake
2014-01-11T20:24:13.354Z,38.0797,-118.8701,16,1.4,ml,9,167,0.165,,nn,nn00434024,2014-01-13T17:25:58.405Z,"37km ESE of Bridgeport, California",earthquake
2014-01-11T20:18:11.090Z,-60.3454,-47.4798,10,4.9,mb,,56,8.495,0.57,us,usc000m18k,2014-01-12T06:28:43.000Z,"Scotia Sea",earthquake
2014-01-11T20:12:52.000Z,64.3995,-147.4992,-2.2,0,ml,,,,0.23,ak,ak11051884,2014-01-12T00:40:42.627Z,"31km WSW of Salcha, Alaska",earthquake
2014-01-11T19:47:54.000Z,61.7119,-149.6795,30.1,1.6,ml,,,,0.57,ak,ak11051879,2014-01-11T19:55:35.840Z,"10km NNW of Meadow Lakes, Alaska",earthquake
2014-01-11T19:31:29.000Z,63.2485,-151.4341,0.4,1.7,ml,,,,0.74,ak,ak11051874,2014-01-11T19:40:18.221Z,"123km NNW of Talkeetna, Alaska",earthquake
2014-01-11T19:26:45.680Z,38.5699,-118.446,6.7207,1.02,ml,6,126.05,0.084,0.0992,nn,nn00434478,2014-01-15T00:18:38.000Z,"16km ENE of Hawthorne, Nevada",earthquake
2014-01-11T19:23:58.141Z,38.5756,-118.4515,8.6204,0.59,ml,5,167.86,0.076,0.065,nn,nn00434477,2014-01-15T00:14:05.000Z,"16km ENE of Hawthorne, Nevada",earthquake
2014-01-11T19:23:37.400Z,36.0225,-117.8037,1.7,1.5,Ml,12,93.6,0.03593261,0.14,ci,ci11413018,2014-01-13T19:37:53.872Z,"41km N of Inyokern, California",earthquake
2014-01-11T19:16:13.292Z,38.5772,-118.439,7.6671,2.7,ml,16,65.86,0.083,0.0903,nn,nn00434019,2014-01-12T01:05:01.205Z,"17km ENE of Hawthorne, Nevada",earthquake
2014-01-11T18:51:48.000Z,61.6114,-148.2931,16.7,1.6,ml,,,,0.52,ak,ak11050843,2014-01-11T18:59:05.975Z,"34km E of Lazy Mountain, Alaska",earthquake
2014-01-11T18:47:40.100Z,35.7477,-117.9915,9.1,1.9,Ml,17,50.4,0.27847774,0.14,ci,ci11413010,2014-01-13T19:24:54.234Z,"19km NW of Inyokern, California",earthquake
2014-01-11T18:35:47.400Z,25.6363,126.2206,42.74,5,mb,,95,2.196,0.81,us,usc000m12p,2014-01-14T16:15:38.263Z,"132km NE of Hirara, Japan",earthquake
2014-01-11T18:34:52.130Z,20.6093,146.7968,39,4.8,mb,,44,4.005,0.65,us,usc000m12n,2014-01-14T15:43:36.000Z,"198km E of Farallon de Pajaros, Northern Mariana Islands",earthquake
2014-01-11T18:14:27.000Z,33.654,-116.7312,16.8,0.5,Ml,18,90,0.05389892,0.11,ci,ci11413002,2014-01-13T19:21:04.174Z,"9km S of Idyllwild, California",earthquake
2014-01-11T17:48:09.300Z,37.6588,-118.8568,5.1,1,Md,,169.2,0.02694946,0.04,nc,nc72140691,2014-01-11T20:02:03.171Z,"10km E of Mammoth Lakes, California",earthquake
2014-01-11T17:43:16.400Z,33.7097,-116.7267,20.7,0.9,Ml,29,75.6,0.00898315,0.09,ci,ci11412994,2014-01-13T19:16:14.126Z,"3km S of Idyllwild-Pine Cove, California",earthquake
2014-01-11T17:39:05.279Z,37.2848,-114.9334,0,1.22,ml,10,218.59,0.154,0.1023,nn,nn00434460,2014-01-14T21:55:07.000Z,"22km ESE of Alamo, Nevada",earthquake
2014-01-11T17:34:42.980Z,37.2932,-115.0227,27.32,1.43,ml,9,210,0.792,0.11,nn,nn00434012,2014-01-11T17:36:46.230Z,"14km ESE of Alamo, Nevada",earthquake
2014-01-11T17:26:53.500Z,39.623,-120.0092,5.3,1.4,Md,,158.4,0.04491576,0.03,nc,nc72140686,2014-01-11T19:34:05.113Z,"7km SSW of Cold Springs, Nevada",earthquake
2014-01-11T17:25:03.600Z,18.7471,-67.3363,57,2.6,Md,9,302.4,0.35034296,0.46,pr,pr14011003,2014-01-11T17:56:58.402Z,"37km NW of San Antonio, Puerto Rico",earthquake
2014-01-11T17:06:22.300Z,38.7937,-122.8008,3.9,0.5,Md,,180,0.01796631,0.02,nc,nc72140681,2014-01-11T17:38:02.750Z,"4km WNW of The Geysers, California",earthquake
2014-01-11T16:59:16.400Z,38.8388,-122.7735,2.4,1,Md,,90,0,0.02,nc,nc72140676,2014-01-11T17:19:05.633Z,"4km WNW of Cobb, California",earthquake
2014-01-11T16:40:50.000Z,37.4897,-120.6335,14.8,1.9,Md,,129.6,0.59288809,0.17,nc,nc72140671,2014-01-11T19:08:02.375Z,"11km N of Winton, California",earthquake
2014-01-11T16:35:17.290Z,-36.9064,176.6198,222.21,4.6,mb,,168,1.497,0.77,us,usc000m10v,2014-01-11T18:10:02.000Z,"69km E of Tairua, New Zealand",earthquake
2014-01-11T16:27:35.000Z,60.5688,-141.8032,4.1,2.4,ml,,,,0.98,ak,ak11049778,2014-01-11T16:37:01.643Z,"65km NNE of Cape Yakataga, Alaska",earthquake
2014-01-11T16:24:15.180Z,34.0415,-116.3931667,7.72,0.83,ml,17,82,0.02787,0.08,ci,ci11412986,2014-01-13T19:08:34.630Z,"8km SSE of Yucca Valley, California",earthquake
2014-01-11T16:21:33.700Z,34.0403,-116.3953,7.7,1.9,Ml,53,43.2,0.02694946,0.14,ci,ci11412978,2014-01-13T19:06:28.770Z,"8km SSE of Yucca Valley, California",earthquake
2014-01-11T16:14:45.213Z,39.6601,-119.6963,11.5021,1.52,ml,18,56.54,0.116,0.0967,nn,nn00433983,2014-01-11T16:31:52.000Z,"1km NE of Spanish Springs, Nevada",earthquake
2014-01-11T16:11:44.000Z,60.6807,-147.8274,19.3,1.7,ml,,,,1.16,ak,ak11049769,2014-01-11T16:19:02.498Z,"47km ESE of Whittier, Alaska",earthquake
2014-01-11T16:06:02.590Z,33.7063333,-116.7295,20.49,1.54,ml,50,28,0.01366,0.14,ci,ci11412970,2014-01-13T18:55:19.450Z,"3km SSW of Idyllwild, California",earthquake
2014-01-11T15:53:25.300Z,19.3763,-155.3042,9.7,2.5,Ml,,82.8,0.04491576,0.31,hv,hv60619731,2014-01-11T15:59:52.207Z,"9km SW of Volcano, Hawaii",earthquake
2014-01-11T15:53:24.600Z,19.3813,-155.2833,1.9,2.2,Ml,,46.8,0.00898315,0.24,hv,hv60619726,2014-01-11T15:59:12.542Z,"7km SW of Volcano, Hawaii",earthquake
2014-01-11T15:34:30.100Z,38.8378,-122.7737,2.5,1.3,Md,,82.8,0.00898315,0.03,nc,nc72140646,2014-01-11T18:28:03.141Z,"4km WNW of Cobb, California",earthquake
2014-01-11T15:24:51.400Z,47.913,-124.2313,0.1,2.3,Ml,,108,0.16169675,0.31,uw,uw60668197,2014-01-12T19:29:07.674Z,"12km ESE of Forks, Washington",earthquake
2014-01-11T15:20:48.000Z,61.0107,-147.8312,20.7,1.4,ml,,,,1.05,ak,ak11048742,2014-01-11T15:24:25.366Z,"53km ENE of Whittier, Alaska",earthquake
2014-01-11T15:14:54.600Z,-48.6444,126.3837,10,4.7,mb,,118,17.139,0.99,us,usc000m0yu,2014-01-11T16:13:46.000Z,"Western Indian-Antarctic Ridge",earthquake
2014-01-11T15:09:39.782Z,39.6636,-119.6931,10.8304,0.4,ml,3,176.22,0.214,0.0153,nn,nn00433982,2014-01-11T16:08:56.179Z,"2km NE of Spanish Springs, Nevada",earthquake
2014-01-11T15:08:44.874Z,39.6642,-119.6943,8.2284,0.36,ml,4,149.22,0.12,0.0217,nn,nn00433981,2014-01-11T16:08:49.000Z,"2km NNE of Spanish Springs, Nevada",earthquake
2014-01-11T15:08:39.600Z,38.8402,-122.8287,2.8,1.1,Md,,79.2,0.00898315,0.01,nc,nc72140636,2014-01-11T18:03:05.379Z,"9km WNW of Cobb, California",earthquake
2014-01-11T15:03:30.000Z,62.7602,-148.2964,59.1,0.7,ml,,,,0.18,ak,ak11047735,2014-01-12T00:32:09.148Z,"77km SSE of Cantwell, Alaska",earthquake
2014-01-11T14:57:45.600Z,37.5615,-118.849,8.5,0.2,Md,,136.8,0.03593261,0.02,nc,nc72140631,2014-01-13T18:36:02.770Z,"14km SE of Mammoth Lakes, California",earthquake
2014-01-11T14:54:55.900Z,38.8393,-122.81,2.4,0.6,Md,,82.8,0.01796631,0.02,nc,nc72140621,2014-01-11T16:56:03.145Z,"7km WNW of Cobb, California",earthquake
2014-01-11T14:52:18.000Z,61.899,-150.74,15.4,1.5,ml,,,,0.17,ak,ak11047733,2014-01-11T15:05:05.493Z,"40km WNW of Willow, Alaska",earthquake
2014-01-11T14:51:26.500Z,33.1653,-116.5587,16.2,1.2,Ml,39,82.8,0.08983153,0.14,ci,ci11412962,2014-01-13T18:44:28.781Z,"10km NNE of Julian, California",earthquake
2014-01-11T14:51:00.210Z,26.2507,-44.566,10,5,mb,,131,18.097,1.22,us,usc000m0yj,2014-01-11T15:22:36.000Z,"Northern Mid-Atlantic Ridge",earthquake
2014-01-11T14:47:38.000Z,60.554,-152.7744,106.5,1.5,ml,,,,0.68,ak,ak11047731,2014-01-12T00:24:56.585Z,"7km NNW of Redoubt Volcano, Alaska",earthquake
2014-01-11T14:38:32.366Z,37.2877,-114.9588,0,1.25,ml,7,265,0.14,,nn,nn00433975,2014-01-13T17:03:23.110Z,"20km ESE of Alamo, Nevada",earthquake
2014-01-11T14:36:40.000Z,60.6257,-148.5207,19.9,1.7,ml,,,,0.89,ak,ak11047717,2014-01-11T14:44:32.760Z,"18km SSE of Whittier, Alaska",earthquake
2014-01-11T14:35:36.000Z,44.4063,-110.4808,2.4,1.1,Md,,144,0.04491576,0.1,uu,uu60051582,2014-01-14T15:27:12.326Z,"28km ESE of Old Faithful Geyser, Wyoming",earthquake
2014-01-11T14:34:11.400Z,38.8448,-122.8443,0.7,0.6,Md,,230.4,0.01796631,0.07,nc,nc72140616,2014-01-11T16:28:05.059Z,"10km WNW of Cobb, California",earthquake
2014-01-11T14:24:02.000Z,62.8557,-149.4526,22.2,1,ml,,,,0.11,ak,ak11047715,2014-01-11T14:35:49.553Z,"64km SSW of Cantwell, Alaska",earthquake
2014-01-11T14:14:51.366Z,39.6628,-119.6953,12.2381,0.38,ml,4,176.4,0.212,0.0856,nn,nn00433980,2014-01-11T16:04:18.000Z,"1km NE of Spanish Springs, Nevada",earthquake
2014-01-11T14:02:13.300Z,34.5667,-118.0357,9.8,1,Ml,16,72,0.04491576,0.12,ci,ci11412946,2014-01-13T18:26:58.596Z,"6km NW of Littlerock, California",earthquake
2014-01-11T14:00:18.000Z,61.5301,-151.999,90.5,1.5,ml,,,,0.92,ak,ak11046711,2014-01-11T14:09:25.681Z,"101km NNW of Nikiski, Alaska",earthquake
2014-01-11T13:54:30.000Z,61.5892,-150.9826,60.7,1.1,ml,,,,0.32,ak,ak11046709,2014-01-12T00:18:55.920Z,"53km WSW of Willow, Alaska",earthquake
2014-01-11T13:53:49.000Z,60.4197,-147.4439,11,1.7,ml,,,,0.58,ak,ak11046708,2014-01-11T13:57:03.443Z,"78km ESE of Whittier, Alaska",earthquake
2014-01-11T13:42:41.300Z,38.8393,-122.8268,2.8,1.2,Md,,57.6,0.00898315,0.02,nc,nc72140606,2014-01-11T16:11:03.231Z,"9km WNW of Cobb, California",earthquake
2014-01-11T13:37:02.400Z,31.1977,-115.9147,15.3,3.4,Ml,4,205.2,0.41322503,0.19,ci,ci11412938,2014-01-13T18:14:43.339Z,"41km NNE of Camalu, Mexico",earthquake
2014-01-11T13:10:51.640Z,14.6491,-92.0071,80.73,5.6,mb,,111,0.326,1.44,us,usc000m0xb,2014-01-11T22:30:11.147Z,"7km SSE of Pajapita, Guatemala",earthquake
2014-01-11T13:07:25.200Z,38.8215,-122.8443,2.6,1.8,Md,,64.8,0.00898315,0.04,nc,nc72140591,2014-01-11T16:36:57.260Z,"9km WNW of The Geysers, California",earthquake
2014-01-11T12:55:20.000Z,38.8235,-122.7738,2.4,0.6,Md,,162,0.00898315,0.05,nc,nc72140586,2014-01-11T13:30:05.738Z,"4km W of Cobb, California",earthquake
2014-01-11T12:51:45.480Z,-16.8934,167.4382,10,5,mb,,41,1.193,0.86,us,usc000m0x5,2014-01-11T13:15:39.000Z,"85km S of Lakatoro, Vanuatu",earthquake
2014-01-11T12:47:29.000Z,38.8103,-122.8267,2.5,0.9,Md,,93.6,0,0.02,nc,nc72140581,2014-01-11T15:12:01.900Z,"7km WNW of The Geysers, California",earthquake
2014-01-11T12:47:26.591Z,37.4106,-115.0466,13.8067,0.96,ml,5,325,0.006,0.0764,nn,nn00434449,2014-01-14T19:35:36.048Z,"11km ENE of Alamo, Nevada",earthquake
2014-01-11T12:44:46.800Z,38.9125,-123.006,6,1,Md,,136.8,0.08084838,0.03,nc,nc72140576,2014-01-11T14:49:04.366Z,"11km N of Cloverdale, California",earthquake
2014-01-11T12:44:15.000Z,63.109,-151.4947,15.7,1.4,ml,,,,0.42,ak,ak11045682,2014-01-11T12:54:39.853Z,"112km NW of Talkeetna, Alaska",earthquake
2014-01-11T12:25:42.484Z,38.3939,-119.4555,8,1.07,ml,6,212,0.111,,nn,nn00433971,2014-01-13T16:58:22.113Z,"24km NW of Bridgeport, California",earthquake
2014-01-11T12:21:56.756Z,40.1662,-120.0488,13.9118,0.38,ml,6,230,0.242,0.1244,nn,nn00434447,2014-01-14T19:14:27.675Z,"42km ESE of Janesville, California",earthquake
2014-01-11T12:21:35.585Z,39.6668,-119.693,8.2173,0.26,ml,4,148.03,0.122,0.0641,nn,nn00433979,2014-01-11T16:04:13.000Z,"2km NNE of Spanish Springs, Nevada",earthquake
2014-01-11T12:12:48.450Z,33.4621667,-116.4828333,14.47,0.57,ml,26,102,0.07752,0.14,ci,ci11412914,2014-01-13T18:07:13.580Z,"20km ESE of Anza, California",earthquake
2014-01-11T12:06:28.800Z,38.782,-122.7722,1.9,1,Md,,115.2,0.00898315,0.02,nc,nc72140571,2014-01-11T13:35:06.274Z,"1km WNW of The Geysers, California",earthquake
2014-01-11T12:01:27.400Z,33.9193,-116.768,11.8,0.7,Ml,28,57.6,0.11678099,0.13,ci,ci11412906,2014-01-13T17:59:18.251Z,"1km E of Cabazon, California",earthquake
2014-01-11T11:58:53.600Z,37.6388,-118.9273,7.9,0.8,Md,,75.6,0.02694946,0.02,nc,nc72140566,2014-01-11T14:21:06.320Z,"4km ESE of Mammoth Lakes, California",earthquake
2014-01-11T11:57:53.000Z,62.7392,-144.2957,9,1.3,ml,,,,0.08,ak,ak11044678,2014-01-11T12:05:08.202Z,"93km SW of Tok, Alaska",earthquake
2014-01-11T11:53:44.570Z,-30.5234,-179.1781,237.77,4.8,mb,,80,1.673,1.07,us,usc000m0wh,2014-01-11T12:19:38.000Z,"104km NNW of L'Esperance Rock, New Zealand",earthquake
2014-01-11T11:46:12.900Z,38.803,-122.8235,3.9,0.4,Md,,154.8,0.00898315,0.01,nc,nc72140561,2014-01-11T13:55:03.424Z,"6km WNW of The Geysers, California",earthquake
2014-01-11T11:38:18.380Z,-18.4439,-177.1815,363.89,4.4,mb,,84,4.585,0.8,us,usc000m0we,2014-01-11T11:59:11.231Z,"291km NNE of Ndoi Island, Fiji",earthquake
2014-01-11T11:36:18.300Z,35.2733,-118.5888,7.6,1.1,Ml,20,64.8,0.08983153,0.13,ci,ci11412898,2014-01-13T17:53:58.202Z,"13km NNE of Bear Valley Springs, California",earthquake
2014-01-11T11:30:58.000Z,63.5249,-147.3914,19,1.2,ml,,,,0.31,ak,ak11044673,2014-01-11T11:35:04.067Z,"79km ENE of Cantwell, Alaska",earthquake
2014-01-11T11:30:19.100Z,33.6637,-116.755,16.7,1.1,Ml,38,43.2,0.05389892,0.16,ci,ci37169109,2014-01-13T17:49:08.159Z,"9km SSW of Idyllwild-Pine Cove, California",earthquake
2014-01-11T11:30:17.800Z,33.6643,-116.7538,16,0.7,Ml,21,104.4,0.05389892,0.06,ci,ci11412890,2014-01-13T17:37:47.994Z,"8km SSW of Idyllwild, California",earthquake
2014-01-11T11:29:19.700Z,34.1433,-117.4643,9.6,0.5,Ml,12,111.6,0.07186522,0.12,ci,ci11412874,2014-01-13T17:29:59.499Z,"6km NNW of Fontana, California",earthquake
2014-01-11T11:28:05.061Z,39.6605,-119.6983,5.9152,0.22,ml,3,150,0.115,0.0357,nn,nn00434446,2014-01-14T19:09:42.172Z,"1km NNE of Spanish Springs, Nevada",earthquake
2014-01-11T10:58:34.000Z,61.6118,-151.9599,12.6,0.9,ml,,,,0.05,ak,ak11044670,2014-01-11T11:05:00.926Z,"102km W of Willow, Alaska",earthquake
2014-01-11T10:51:34.200Z,33.5085,-116.457,13.1,0.5,Ml,21,100.8,0.02694946,0.1,ci,ci11412866,2014-01-13T17:26:52.880Z,"20km ESE of Anza, California",earthquake
2014-01-11T10:45:22.000Z,38.8352,-122.7992,2.8,0.7,Md,,61.2,0.00898315,0.01,nc,nc72140551,2014-01-11T13:11:03.673Z,"6km WNW of Cobb, California",earthquake
2014-01-11T10:19:11.010Z,-20.6455,-70.9439,17.97,4.4,mb,,147,1.496,1.05,us,usc000m0wt,2014-01-11T12:58:57.000Z,"95km WSW of Iquique, Chile",earthquake
2014-01-11T10:19:05.910Z,33.5075,-116.4683333,10.98,0.16,ml,16,148,0.03899,0.15,ci,ci11412858,2014-01-13T17:23:48.180Z,"19km ESE of Anza, California",earthquake
2014-01-11T10:11:10.700Z,38.8413,-122.8383,2.2,0.9,Md,,61.2,0,0.02,nc,nc72140541,2014-01-11T12:22:03.371Z,"10km WNW of Cobb, California",earthquake
2014-01-11T10:07:42.827Z,37.0492,-117.0066,6.6108,0.04,ml,8,230,0.072,0.143,nn,nn00434438,2014-01-14T18:41:55.976Z,"26km NW of Beatty, Nevada",earthquake
2014-01-11T10:03:37.110Z,33.5058333,-116.4701667,10.02,0.79,ml,25,98,0.04107,0.11,ci,ci11412850,2014-01-13T17:20:13.100Z,"19km ESE of Anza, California",earthquake
2014-01-11T09:57:46.500Z,18.5625,-65.2266,83,2.6,Md,5,216,0.33237666,0.34,pr,pr14011002,2014-01-11T11:56:18.834Z,"29km NNE of Culebra, Puerto Rico",earthquake
2014-01-11T09:36:10.716Z,39.6666,-119.6924,7.8023,0.44,ml,4,148.32,0.123,0.0778,nn,nn00434010,2014-01-11T17:19:20.000Z,"2km NNE of Spanish Springs, Nevada",earthquake
2014-01-11T09:35:57.730Z,39.6622,-119.7012,11.5854,0.44,ml,5,148.4,0.115,0.1426,nn,nn00433968,2014-01-11T10:07:42.000Z,"1km NNE of Spanish Springs, Nevada",earthquake
2014-01-11T09:32:32.250Z,36.5541,71.2435,218.94,4.5,mb,,63,2.549,0.86,us,usc000m0vi,2014-01-11T09:54:44.000Z,"29km WSW of Ashkasham, Afghanistan",earthquake
2014-01-11T09:31:23.600Z,44.7798,-111.0873,9.9,0.6,Ml,,144,0.06288207,0.07,uu,uu60051562,2014-01-13T17:06:33.435Z,"13km N of West Yellowstone, Montana",earthquake
2014-01-11T09:26:10.400Z,45.8221,-113.7268,11.7,1.4,Md,9,201.6,0.64409206,0.3,mb,mb14205774,2014-01-14T15:31:47.137Z,"31km NW of Wisdom, Montana",earthquake
2014-01-11T09:05:34.400Z,36.835,-120.0528,5,2,Md,,122.4,0.55695548,0.15,nc,nc72140531,2014-01-11T11:47:04.510Z,"4km NW of Biola, California",earthquake
2014-01-11T09:02:28.000Z,64.8683,-148.7156,10.2,1.1,ml,,,,0.38,ak,ak11043669,2014-01-11T09:14:31.683Z,"33km W of Ester, Alaska",earthquake
2014-01-11T08:56:24.000Z,63.3456,-145.6602,0,1.7,ml,,,,1.34,ak,ak11043667,2014-01-11T09:01:33.499Z,"62km SSW of Deltana, Alaska",earthquake
2014-01-11T08:45:31.070Z,36.1521667,-117.9458333,8.84,0.43,ml,8,277,0.08128,0.12,ci,ci11412842,2014-01-13T17:16:47.983Z,"51km SSE of Lone Pine, California",earthquake
2014-01-11T08:43:44.000Z,60.9603,-147.313,-5.6,1.2,ml,,,,0.67,ak,ak11043665,2014-01-12T00:00:09.166Z,"55km WSW of Valdez, Alaska",earthquake
2014-01-11T08:31:09.400Z,36.0228333,-117.7948333,6.27,0.04,ml,6,179,0.02246,0.17,ci,ci11412834,2014-01-13T17:12:42.948Z,"41km N of Inyokern, California",earthquake
2014-01-11T08:27:20.650Z,36.1358333,-118.0558333,1.17,1.22,ml,15,82,0.1637,0.12,ci,ci11412826,2014-01-13T17:06:43.180Z,"52km S of Lone Pine, California",earthquake
2014-01-11T08:22:38.600Z,40.4573,-123.2448,22.9,2,Md,,280.8,0.14373045,0.02,nc,nc72140501,2014-01-11T11:21:06.614Z,"11km SSW of Hayfork, California",earthquake
